"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004683","GO:0004683","calmodulin-dependent protein kinase activity","3/1481","27/18089",0.382457913134564,0.830009648989106,0.730479674744611,"CAMK2B/ITPKA/MYLK2",3
"GO:0008266","GO:0008266","poly(U) RNA binding","3/1481","27/18089",0.382457913134564,0.830009648989106,0.730479674744611,"PNPT1/PATL1/IFIT5",3
"GO:0015271","GO:0015271","outward rectifier potassium channel activity","3/1481","27/18089",0.382457913134564,0.830009648989106,0.730479674744611,"KCNT2/KCNK1/KCND2",3
"GO:0016405","GO:0016405","CoA-ligase activity","3/1481","27/18089",0.382457913134564,0.830009648989106,0.730479674744611,"ACSL3/ACSL5/ACSM3",3
"GO:0032182","GO:0032182","ubiquitin-like protein binding","11/1481","119/18089",0.383205230765096,0.830009648989106,0.730479674744611,"RNF19B/CXCR4/SQSTM1/TNFAIP3/PRKN/UBE2L6/UBAP1L/SMAD3/PML/N4BP1/NOD2",11
"GO:0061980","GO:0061980","regulatory RNA binding","5/1481","50/18089",0.390136863161601,0.843251794380735,0.742133898367649,"ZC3H12A/PNPT1/MATR3/PIWIL4/ZC3H7B",5
"GO:0004197","GO:0004197","cysteine-type endopeptidase activity","8/1481","85/18089",0.394805759024328,0.84978024541562,0.747879495174092,"CTSS/CTSK/CTSO/CASP12/CASP1/USP2/LGMN/CTSH",8
"GO:0004527","GO:0004527","exonuclease activity","8/1481","85/18089",0.394805759024328,0.84978024541562,0.747879495174092,"ZC3H12A/DCLRE1B/PNPT1/XRN1/NOCT/ENPP2/ISG20/HELZ2",8
"GO:0016796","GO:0016796","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","6/1481","62/18089",0.397869493243423,0.854590515695769,0.752112945561032,"DCLRE1B/PNPT1/XRN1/NOCT/ISG20/HELZ2",6
"GO:0048029","GO:0048029","monosaccharide binding","7/1481","74/18089",0.403414397661809,0.859810415819697,0.756706905341343,"SELP/P4HA2/COLEC10/MRC1/CLEC10A/LGALS9/COLEC12",7
"GO:0003785","GO:0003785","actin monomer binding","3/1481","28/18089",0.405242909425894,0.859810415819697,0.756706905341343,"NOS3/TMSB15A/MTSS2",3
"GO:0005452","GO:0005452","solute:inorganic anion antiporter activity","3/1481","28/18089",0.405242909425894,0.859810415819697,0.756706905341343,"SLC4A4/SLC26A4/SLC37A1",3
"GO:0035925","GO:0035925","mRNA 3'-UTR AU-rich region binding","3/1481","28/18089",0.405242909425894,0.859810415819697,0.756706905341343,"ZC3H12A/RBM24/ZFP36",3
"GO:0051959","GO:0051959","dynein light intermediate chain binding","3/1481","28/18089",0.405242909425894,0.859810415819697,0.756706905341343,"DNAH5/DNAH8/DNAH11",3
"GO:0044325","GO:0044325","transmembrane transporter binding","12/1481","133/18089",0.406757300592006,0.859810415819697,0.756706905341343,"RIMS3/S100A10/ACTN2/SLC8A1/SCN5A/SCN10A/ANK2/ANK1/CABP4/PANX1/TCAP/SNAP25",12
"GO:0008013","GO:0008013","beta-catenin binding","8/1481","86/18089",0.407567743150415,0.859810415819697,0.756706905341343,"TCF7/PTPRK/PRKN/KLF4/BCL9L/TRPC4/SMAD3/CXADR",8
"GO:0004722","GO:0004722","protein serine/threonine phosphatase activity","9/1481","98/18089",0.410775315986947,0.859810415819697,0.756706905341343,"DUSP10/DUSP2/CTDSPL/PPM1L/PPM1K/DUSP8/DUSP5/DUSP16/SSH1",9
"GO:0005132","GO:0005132","type I interferon receptor binding","2/1481","17/18089",0.411141159068003,0.859810415819697,0.756706905341343,"IFNB1/IFNE",2
"GO:0016004","GO:0016004","phospholipase activator activity","2/1481","17/18089",0.411141159068003,0.859810415819697,0.756706905341343,"CCL8/CCL5",2
"GO:0016675","GO:0016675","oxidoreductase activity, acting on a heme group of donors","2/1481","17/18089",0.411141159068003,0.859810415819697,0.756706905341343,"CYGB/CYB5A",2
"GO:0070628","GO:0070628","proteasome binding","2/1481","17/18089",0.411141159068003,0.859810415819697,0.756706905341343,"WFS1/UBD",2
"GO:1901567","GO:1901567","fatty acid derivative binding","2/1481","17/18089",0.411141159068003,0.859810415819697,0.756706905341343,"OXER1/ACBD7",2
"GO:0017124","GO:0017124","SH3 domain binding","11/1481","122/18089",0.415340969446292,0.866835100200662,0.762889230050509,"SH2D2A/PLSCR1/SYNJ2/PRKN/CTTNBP2/PAK3/NOXA1/DRD4/ENKUR/MYPN/CNTNAP1",11
"GO:0015144","GO:0015144","carbohydrate transmembrane transporter activity","4/1481","40/18089",0.416694384198198,0.867902848703721,0.763828940305894,"MFSD4A/AQP1/AQP3/SLC2A6",4
"GO:0061630","GO:0061630","ubiquitin protein ligase activity","30/1481","349/18089",0.417569855052104,0.867972823707095,0.763890524310088,"FBXO6/TRIM63/RNF19B/RNF144A/NEURL3/SH3RF3/HECW2/DTX3L/HERC6/HERC5/RNF150/NEURL1B/NHLRC1/RNF39/PRKN/TRIM73/TRIM56/LONRF3/TRIM14/TRIM21/TRIM22/DTX4/BIRC3/TRAF3/TRIM69/RNF112/RNF213/RNF125/RNF152/RNF114",30
"GO:0003727","GO:0003727","single-stranded RNA binding","8/1481","87/18089",0.42032383189931,0.87193937764223,0.767381431954262,"PNPT1/IFIH1/DDX60/DDX60L/RIGI/PATL1/IFIT5/DHX58",8
"GO:0015106","GO:0015106","bicarbonate transmembrane transporter activity","3/1481","29/18089",0.427772585817388,0.880306459037379,0.774745181163123,"SLC4A4/SLC26A4/BEST1",3
"GO:0051721","GO:0051721","protein phosphatase 2A binding","3/1481","29/18089",0.427772585817388,0.880306459037379,0.774745181163123,"STAT1/MASTL/BCL2",3
"GO:0051861","GO:0051861","glycolipid binding","3/1481","29/18089",0.427772585817388,0.880306459037379,0.774745181163123,"SELP/SELL/LAMA1",3
"GO:0055106","GO:0055106","ubiquitin-protein transferase regulator activity","3/1481","29/18089",0.427772585817388,0.880306459037379,0.774745181163123,"RPL5/TRIB2/ENTREP1",3
"GO:0016877","GO:0016877","ligase activity, forming carbon-sulfur bonds","4/1481","41/18089",0.435541038553847,0.886436997864183,0.780140581100542,"ACSL3/UBA7/ACSL5/ACSM3",4
"GO:0008146","GO:0008146","sulfotransferase activity","5/1481","53/18089",0.439958990728485,0.886436997864183,0.780140581100542,"SULT1C4/HS6ST2/CHST1/CHST15/DSEL",5
"GO:0051018","GO:0051018","protein kinase A binding","5/1481","53/18089",0.439958990728485,0.886436997864183,0.780140581100542,"MYRIP/PRKAR1B/AKAP3/WASF3/DACT3",5
"GO:0003746","GO:0003746","translation elongation factor activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"GTPBP2/GTPBP1",2
"GO:0005003","GO:0005003","ephrin receptor activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"NTRK1/EPHA6",2
"GO:0008391","GO:0008391","arachidonic acid monooxygenase activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"CYP2J2/CYP2S1",2
"GO:0015373","GO:0015373","monoatomic anion:sodium symporter activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"SLC12A2/SLC6A4",2
"GO:0030228","GO:0030228","lipoprotein particle receptor activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"CD36/CXCL16",2
"GO:0046527","GO:0046527","glucosyltransferase activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"GBA2/UGCG",2
"GO:0052745","GO:0052745","inositol phosphate phosphatase activity","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"INPP4B/MTMR7",2
"GO:0097001","GO:0097001","ceramide binding","2/1481","18/18089",0.44020925597135,0.886436997864183,0.780140581100542,"PLA2G4A/PLTP",2
"GO:0016829","GO:0016829","lyase activity","17/1481","197/18089",0.44735593886249,0.897370353530534,0.789762871757946,"NPR1/ADCY10/RSAD2/GADL1/BST1/CD38/GUCY1B1/GUCY2F/CA8/GUCY1A2/HMGA2/ALOX5AP/RNASE1/NEIL1/ALOXE3/PTGIS/CYP2S1",17
"GO:0005179","GO:0005179","hormone activity","11/1481","125/18089",0.447493318157211,0.897370353530534,0.789762871757946,"FNDC5/INHBB/ERFE/GHRL/STC2/INHBA/STC1/IGF2/GAL/SPX/ADM2",11
"GO:0061629","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","29/1481","342/18089",0.449901116137439,0.897370353530534,0.789762871757946,"NOTCH2/PRRX1/CD34/MIXL1/TRIB2/ARID5A/STAT1/BHLHE40/NR1I2/PARP9/DTX3L/HES1/PITX2/ZNF366/HEY2/HDAC9/NKX3-1/NR4A3/KLF4/LMO2/ANKRD1/BHLHE41/NR4A1/HMGA2/OASL/NFKBIA/FOS/IFI27/SMAD3",29
"GO:0008187","GO:0008187","poly-pyrimidine tract binding","3/1481","30/18089",0.449990759238881,0.897370353530534,0.789762871757946,"PNPT1/PATL1/IFIT5",3
"GO:0052866","GO:0052866","phosphatidylinositol phosphate phosphatase activity","3/1481","30/18089",0.449990759238881,0.897370353530534,0.789762871757946,"INPP4B/SYNJ2/MTMR7",3
"GO:0008307","GO:0008307","structural constituent of muscle","4/1481","42/18089",0.454211461698015,0.900561571174333,0.79257141697103,"ACTN2/DMD/CSRP2/TCAP",4
"GO:0016712","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","4/1481","42/18089",0.454211461698015,0.900561571174333,0.79257141697103,"CYP2J2/CYP4V2/CYP2S1/HMOX1",4
"GO:0046915","GO:0046915","transition metal ion transmembrane transporter activity","4/1481","42/18089",0.454211461698015,0.900561571174333,0.79257141697103,"SLC30A2/SLC40A1/SLC31A2/SLC25A28",4
"GO:0140297","GO:0140297","DNA-binding transcription factor binding","40/1481","476/18089",0.455516621581491,0.901415809693892,0.793323220129802,"NOTCH2/PBX1/PRRX1/CD34/MIXL1/NLRP3/GRHL1/TRIB2/ARID5A/STAT1/BHLHE40/NR1I2/PARP9/DTX3L/BCL6/HES1/WFS1/PITX2/ZNF366/HEY2/HDAC9/NKX3-1/NBN/RUNX1T1/PARP10/NR4A3/KLF4/LMO2/ANKRD1/BHLHE41/NR4A1/HMGA2/OASL/NFKBIA/FOS/IFI27/SMAD3/STAT5A/BCL2/BCL3",40
"GO:0008509","GO:0008509","monoatomic anion transmembrane transporter activity","12/1481","138/18089",0.457896847617604,0.904390133896072,0.795940880512956,"SLC12A8/SLC4A4/SLC12A2/GABRP/SLC25A27/SLC26A4/ANO9/BEST1/UCP2/ANO2/SLC6A4/APOL1",12
"GO:0061659","GO:0061659","ubiquitin-like protein ligase activity","31/1481","368/18089",0.461436040409692,0.909637777557156,0.800559256985317,"FBXO6/TRIM63/RNF19B/RNF144A/NEURL3/SH3RF3/HECW2/DTX3L/HERC6/HERC5/RNF150/NEURL1B/NHLRC1/RNF39/PRKN/TRIM73/TRIM56/LONRF3/TRIM14/TRIM21/TRIM22/DTX4/BIRC3/TRAF3/TRIM69/PML/RNF112/RNF213/RNF125/RNF152/RNF114",31
"GO:0008409","GO:0008409","5'-3' exonuclease activity","2/1481","19/18089",0.468468252507125,0.919982415875898,0.809663425887002,"DCLRE1B/XRN1",2
"GO:0043027","GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process","2/1481","19/18089",0.468468252507125,0.919982415875898,0.809663425887002,"TNFAIP8/BIRC3",2
"GO:0030527","GO:0030527","structural constituent of chromatin","8/1481","91/18089",0.471034189768255,0.921219956040985,0.810752567366715,"H2BC18/H2BC21/H2BC26/H2BC4/H2BC5/H2BC8/H1-3/H2BC12",8
"GO:0033293","GO:0033293","monocarboxylic acid binding","7/1481","79/18089",0.471695138533546,0.921219956040985,0.810752567366715,"FABP3/GSTM2/OXER1/CD36/PC/ALOX5AP/NOD2",7
"GO:0016878","GO:0016878","acid-thiol ligase activity","3/1481","31/18089",0.471847660833364,0.921219956040985,0.810752567366715,"ACSL3/ACSL5/ACSM3",3
"GO:0004712","GO:0004712","protein serine/threonine/tyrosine kinase activity","4/1481","43/18089",0.472672508967683,0.921219956040985,0.810752567366715,"SGK1/PAK3/MAP2K6/AURKC",4
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","22/1481","262/18089",0.483221404655894,0.940002392830616,0.827282722568779,"PRRX1/ATF3/BATF3/BHLHE40/SATB1/BCL6/HES1/MSX1/NFKB1/ETV7/HEY2/NFE2L3/FOXP2/MSC/CREB3L1/BHLHE41/E2F7/ELK3/DACH1/JDP2/SNAI1/CEBPB",22
"GO:0035254","GO:0035254","glutamate receptor binding","4/1481","44/18089",0.490893841901683,0.953129097929632,0.838835348833879,"GRIP2/SQSTM1/RASGRF1/ADORA2A",4
"GO:0015020","GO:0015020","glucuronosyltransferase activity","3/1481","32/18089",0.49329963031395,0.955999847469328,0.841361854631232,"EXTL1/CHSY3/CSGALNACT1",3
"GO:0050145","GO:0050145","nucleoside monophosphate kinase activity","2/1481","20/18089",0.495855743188353,0.95735444050036,0.842554012671714,"AK5/CMPK2",2
"GO:0140035","GO:0140035","ubiquitination-like modification-dependent protein binding","2/1481","20/18089",0.495855743188353,0.95735444050036,0.842554012671714,"SQSTM1/PML",2
"GO:0097110","GO:0097110","scaffold protein binding","6/1481","70/18089",0.515671253964161,0.975241682325693,0.858296319531111,"SCN5A/DSP/NOS3/NLGN3/PANX1/KRT18",6
"GO:0031406","GO:0031406","carboxylic acid binding","16/1481","193/18089",0.517295090339444,0.975241682325693,0.858296319531111,"AGRN/FABP3/GSTM2/SELP/SELL/SELE/OXER1/P4HA2/CD36/NOS3/PC/FOLR3/SESN3/ALOX5AP/NOD2/SIGLEC14",16
"GO:1901682","GO:1901682","sulfur compound transmembrane transporter activity","5/1481","58/18089",0.520437192901421,0.975241682325693,0.858296319531111,"ABCG2/SLC26A4/UCP2/ABCC3/MFSD12",5
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","21/1481","255/18089",0.522181832786162,0.975241682325693,0.858296319531111,"MFSD2A/SLCO2A1/SLC7A14/SLC4A4/ABCG2/SLC22A4/CD36/SLC26A4/SLC7A2/SLCO5A1/SLC2A6/BEST1/UCP2/SLCO2B1/GRIK4/SLCO3A1/SLC7A5/ABCC3/SLCO4A1/MFSD12/CEACAM1",21
"GO:0005326","GO:0005326","neurotransmitter transmembrane transporter activity","2/1481","21/18089",0.522324948684336,0.975241682325693,0.858296319531111,"SLC22A4/SLC6A4",2
"GO:0008373","GO:0008373","sialyltransferase activity","2/1481","21/18089",0.522324948684336,0.975241682325693,0.858296319531111,"ST6GALNAC3/ST6GAL2",2
"GO:0030742","GO:0030742","GTP-dependent protein binding","2/1481","21/18089",0.522324948684336,0.975241682325693,0.858296319531111,"RAB3C/GCH1",2
"GO:0005546","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","7/1481","83/18089",0.524865267298609,0.975241682325693,0.858296319531111,"ACTN2/CGAS/SNAP91/FRMPD4/SYT9/MTSS2/PLEKHA4",7
"GO:0030332","GO:0030332","cyclin binding","3/1481","34/18089",0.534842688313705,0.975241682325693,0.858296319531111,"CDK6/PTCH1/USP2",3
"GO:0140597","GO:0140597","protein carrier chaperone","3/1481","34/18089",0.534842688313705,0.975241682325693,0.858296319531111,"MYD88/CLU/JDP2",3
"GO:0016810","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","11/1481","134/18089",0.542047406474357,0.975241682325693,0.858296319531111,"AGMAT/CDA/DCLRE1B/ADAR/VNN1/HDAC9/LACC1/GCH1/ADAD2/APOBEC3D/APOBEC3G",11
"GO:0004602","GO:0004602","glutathione peroxidase activity","2/1481","22/18089",0.547842578331862,0.975241682325693,0.858296319531111,"GSTM2/ALOX5AP",2
"GO:0005158","GO:0005158","insulin receptor binding","2/1481","22/18089",0.547842578331862,0.975241682325693,0.858296319531111,"IRS1/IGF2",2
"GO:0016917","GO:0016917","GABA receptor activity","2/1481","22/18089",0.547842578331862,0.975241682325693,0.858296319531111,"GPR156/GABRP",2
"GO:0004860","GO:0004860","protein kinase inhibitor activity","6/1481","73/18089",0.557637967691871,0.975241682325693,0.858296319531111,"INKA2/TRIB2/PKIB/PRKAR1B/GMFB/SOCS1",6
"GO:0030695","GO:0030695","GTPase regulator activity","39/1481","484/18089",0.566606094089178,0.975241682325693,0.858296319531111,"ARHGEF16/ARHGEF10L/VAV3/DENND2D/ARHGAP30/RGS4/RGS5/RALGPS2/RGS16/RGS2/RGS7/DOCK10/ARHGEF26/MCF2L2/ARAP2/RHOH/RASGEF1B/DOCK2/ADAP1/AGFG2/RASA4/ALDH1A1/DENND2B/RAB3IL1/ARHGEF17/ELMOD1/RCBTB2/ARHGEF40/RASGRF1/MTSS2/RGS9/ARHGAP28/RIN2/KIAA1755/TBXA2R/PTGIR/SGSM1/CYTH4/RANGAP1",39
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","39/1481","484/18089",0.566606094089178,0.975241682325693,0.858296319531111,"ARHGEF16/ARHGEF10L/VAV3/DENND2D/ARHGAP30/RGS4/RGS5/RALGPS2/RGS16/RGS2/RGS7/DOCK10/ARHGEF26/MCF2L2/ARAP2/RHOH/RASGEF1B/DOCK2/ADAP1/AGFG2/RASA4/ALDH1A1/DENND2B/RAB3IL1/ARHGEF17/ELMOD1/RCBTB2/ARHGEF40/RASGRF1/MTSS2/RGS9/ARHGAP28/RIN2/KIAA1755/TBXA2R/PTGIR/SGSM1/CYTH4/RANGAP1",39
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","14/1481","174/18089",0.567556362224324,0.975241682325693,0.858296319531111,"CYP4X1/CYP2J2/PTGS2/KMO/TPO/CYP4V2/P4HA2/FAXDC2/KDM1B/MOXD1/NOS3/PTGIS/CYP2S1/HMOX1",14
"GO:0019003","GO:0019003","GDP binding","6/1481","74/18089",0.571245929753347,0.975241682325693,0.858296319531111,"RAB42/DIRAS3/GBP1/RAB9B/GEM/RHEBL1",6
"GO:0017134","GO:0017134","fibroblast growth factor binding","2/1481","23/18089",0.572386937537279,0.975241682325693,0.858296319531111,"ITGAV/SCN5A",2
"GO:0120020","GO:0120020","cholesterol transfer activity","2/1481","23/18089",0.572386937537279,0.975241682325693,0.858296319531111,"ABCA1/PLTP",2
"GO:0000175","GO:0000175","3'-5'-RNA exonuclease activity","3/1481","36/18089",0.574380021280074,0.975241682325693,0.858296319531111,"PNPT1/NOCT/ISG20",3
"GO:0003680","GO:0003680","minor groove of adenine-thymine-rich DNA binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"HMGA2",1
"GO:0004439","GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"SYNJ2",1
"GO:0004955","GO:0004955","prostaglandin receptor activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PTGIR",1
"GO:0004983","GO:0004983","neuropeptide Y receptor activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"NPY2R",1
"GO:0008239","GO:0008239","dipeptidyl-peptidase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PRCP",1
"GO:0008297","GO:0008297","single-stranded DNA exodeoxyribonuclease activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ISG20",1
"GO:0008401","GO:0008401","retinoic acid 4-hydroxylase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"CYP2S1",1
"GO:0008641","GO:0008641","ubiquitin-like modifier activating enzyme activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"UBA7",1
"GO:0010857","GO:0010857","calcium-dependent protein kinase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"CAMK2B",1
"GO:0015173","GO:0015173","aromatic amino acid transmembrane transporter activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"SLC7A5",1
"GO:0015279","GO:0015279","store-operated calcium channel activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"TRPC4",1
"GO:0015658","GO:0015658","branched-chain amino acid transmembrane transporter activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"SLC7A5",1
"GO:0016653","GO:0016653","oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"CYB5R2",1
"GO:0016801","GO:0016801","hydrolase activity, acting on ether bonds","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"LTA4H",1
"GO:0016803","GO:0016803","ether hydrolase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"LTA4H",1
"GO:0016813","GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"AGMAT",1
"GO:0016884","GO:0016884","carbon-nitrogen ligase activity, with glutamine as amido-N-donor","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ASNS",1
"GO:0019203","GO:0019203","carbohydrate phosphatase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PFKFB3",1
"GO:0030023","GO:0030023","extracellular matrix constituent conferring elasticity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"MMRN1",1
"GO:0034511","GO:0034511","U3 snoRNA binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ISG20",1
"GO:0035256","GO:0035256","G protein-coupled glutamate receptor binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ADORA2A",1
"GO:0036312","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PIK3AP1",1
"GO:0036435","GO:0036435","K48-linked polyubiquitin modification-dependent protein binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"IKBKE",1
"GO:0042166","GO:0042166","acetylcholine binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ACHE",1
"GO:0043225","GO:0043225","ATPase-coupled inorganic anion transmembrane transporter activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"ABCC3",1
"GO:0043295","GO:0043295","glutathione binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"GSTM2",1
"GO:0043422","GO:0043422","protein kinase B binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PDE3B",1
"GO:0050308","GO:0050308","sugar-phosphatase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"PFKFB3",1
"GO:0051880","GO:0051880","G-quadruplex DNA binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"XRN1",1
"GO:0070739","GO:0070739","protein-glutamic acid ligase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"TTLL6",1
"GO:0070740","GO:0070740","tubulin-glutamic acid ligase activity","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"TTLL6",1
"GO:0071723","GO:0071723","lipopeptide binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"TLR2",1
"GO:1901338","GO:1901338","catecholamine binding","1/1481","10/18089",0.574468812014615,0.975241682325693,0.858296319531111,"DRD4",1
"GO:0016860","GO:0016860","intramolecular oxidoreductase activity","4/1481","49/18089",0.577532106678489,0.975241682325693,0.858296319531111,"TXNDC5/EBPL/PTGIS/CYP2S1",4
"GO:0022804","GO:0022804","active transmembrane transporter activity","36/1481","450/18089",0.583856020507378,0.975241682325693,0.858296319531111,"SLC30A2/MFSD2A/SLC44A5/ATP1B1/SLC8A1/SLC12A8/SLCO2A1/ATP13A4/ATP13A3/ATP8A1/SLC4A4/ABCG2/SLC12A2/SLC22A4/TAP2/TAP1/ABCA13/SLC26A4/ATP6V0A4/ATP6V1B2/SLCO5A1/ABCA1/SLC15A3/UCP2/SLCO2B1/SLCO3A1/SLC7A5/SLC6A4/ABCC3/ABCA8/ABCA9/CYB5A/SLCO4A1/MFSD12/SLC8A2/SLC37A1",36
"GO:0003724","GO:0003724","RNA helicase activity","6/1481","75/18089",0.584645070762863,0.975241682325693,0.858296319531111,"IFIH1/DDX60/DDX60L/RIGI/DHX58/HELZ2",6
"GO:0019902","GO:0019902","phosphatase binding","15/1481","189/18089",0.589045749258424,0.975241682325693,0.858296319531111,"IKBKE/STAT1/GHR/ITGA1/PDLIM4/EGFR/ANK1/SMTNL1/MASTL/TRAF3/SMAD3/BCL2/JAK3/CEACAM1/CADM4",15
"GO:0015248","GO:0015248","sterol transporter activity","3/1481","37/18089",0.593342582211784,0.975241682325693,0.858296319531111,"ABCA1/NPC1/PLTP",3
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity","3/1481","37/18089",0.593342582211784,0.975241682325693,0.858296319531111,"INKA2/PKIB/PRKAR1B",3
"GO:0042910","GO:0042910","xenobiotic transmembrane transporter activity","3/1481","37/18089",0.593342582211784,0.975241682325693,0.858296319531111,"ABCG2/ABCC3/ABCA8",3
"GO:0001221","GO:0001221","transcription coregulator binding","9/1481","114/18089",0.595174521931867,0.975241682325693,0.858296319531111,"PBX1/STAT1/BCL6/HES1/KLF4/LMO2/SIX1/FOS/SMAD3",9
"GO:0043539","GO:0043539","protein serine/threonine kinase activator activity","5/1481","63/18089",0.595542742547222,0.975241682325693,0.858296319531111,"CAB39/PARP8/IGF2/CCND1/BMP2",5
"GO:0005355","GO:0005355","glucose transmembrane transporter activity","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"MFSD4A/SLC2A6",2
"GO:0015149","GO:0015149","hexose transmembrane transporter activity","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"MFSD4A/SLC2A6",2
"GO:0019865","GO:0019865","immunoglobulin binding","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"FCGR2A/VWF",2
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"ATP6V0A4/ATP6V1B2",2
"GO:0044769","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"ATP6V0A4/ATP6V1B2",2
"GO:0046961","GO:0046961","proton-transporting ATPase activity, rotational mechanism","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"ATP6V0A4/ATP6V1B2",2
"GO:0050431","GO:0050431","transforming growth factor beta binding","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"ITGAV/CD36",2
"GO:0120014","GO:0120014","phospholipid transfer activity","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"PITPNM3/PLTP",2
"GO:0120015","GO:0120015","sterol transfer activity","2/1481","24/18089",0.595946254338366,0.975241682325693,0.858296319531111,"ABCA1/PLTP",2
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","14/1481","178/18089",0.60248725137497,0.975241682325693,0.858296319531111,"MFSD2A/SLC7A14/ABCG2/SLC22A4/CD36/SLC26A4/SLC7A2/UCP2/SLCO2B1/GRIK4/SLC7A5/ABCC3/MFSD12/CEACAM1",14
"GO:0000099","GO:0000099","sulfur amino acid transmembrane transporter activity","1/1481","11/18089",0.609327581272115,0.975241682325693,0.858296319531111,"MFSD12",1
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/1481","11/18089",0.609327581272115,0.975241682325693,0.858296319531111,"BCL6",1
