gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,delta.pct
PAPSS2,8.53E-11,-0.650597783,0.05,0.319,1.87E-06,-0.269
CAPZA2,8.75E-11,0.202226643,0.78,0.461,1.91E-06,0.319
PRKCDBP,9.10E-11,0.492666004,0.478,0.213,1.99E-06,0.265
CD55,9.24E-11,0.484064922,0.836,0.504,2.02E-06,0.332
NFKBIA,9.61E-11,0.603400292,0.767,0.421,2.10E-06,0.346
SBDS,9.77E-11,0.292099644,0.755,0.437,2.14E-06,0.318
CD99,9.80E-11,0.360370211,0.755,0.453,2.14E-06,0.302
KHDRBS1,9.82E-11,0.333012623,0.635,0.319,2.15E-06,0.316
CCDC71L,9.87E-11,0.647792234,0.39,0.138,2.16E-06,0.252
MSN,1.09E-10,0.391167587,0.811,0.469,2.37E-06,0.342
IL15,1.15E-10,0.191205993,0.245,0.035,2.51E-06,0.21
LAMTOR4,1.20E-10,0.240972786,0.692,0.35,2.63E-06,0.342
KDELR2,1.21E-10,0.3073925,0.711,0.406,2.65E-06,0.305
BIRC3,1.32E-10,0.506358681,0.403,0.134,2.89E-06,0.269
MTRNR2L2,1.38E-10,0.697298384,0.421,0.154,3.02E-06,0.267
INHBB,1.38E-10,-0.474268371,0.025,0.276,3.03E-06,-0.251
OBFC1,1.49E-10,0.231364406,0.283,0.059,3.25E-06,0.224
TF,1.54E-10,-1.75726581,0,0.224,3.36E-06,-0.224
RPL19,1.73E-10,0.250253567,0.975,0.882,3.79E-06,0.093
SLCO4A1,1.79E-10,-0.936579247,0.258,0.5,3.92E-06,-0.242
S100A11,1.99E-10,0.328135003,0.893,0.614,4.34E-06,0.279
EDF1,1.99E-10,0.273358003,0.792,0.476,4.35E-06,0.316
SLC38A5,1.99E-10,-0.801091408,0.05,0.303,4.36E-06,-0.253
CFLAR,2.10E-10,0.34807264,0.679,0.386,4.59E-06,0.293
EZR,2.18E-10,0.273067306,0.459,0.189,4.78E-06,0.27
SHFM1,2.22E-10,0.198821803,0.723,0.402,4.85E-06,0.321
ENTPD1,2.25E-10,0.326286425,0.453,0.181,4.91E-06,0.272
SNRPD2,2.33E-10,0.29809227,0.56,0.272,5.08E-06,0.288
LGALS3,2.48E-10,0.380252997,0.906,0.61,5.42E-06,0.296
LUC7L3,2.49E-10,0.234359082,0.692,0.386,5.44E-06,0.306
SLC40A1,2.62E-10,0.380487357,0.314,0.083,5.72E-06,0.231
BATF3,2.67E-10,0.187835839,0.195,0.016,5.84E-06,0.179
IRF1,2.84E-10,0.408819666,0.711,0.413,6.20E-06,0.298
FNBP1,2.94E-10,0.407811272,0.371,0.126,6.42E-06,0.245
RARB,3.30E-10,0.221688182,0.182,0.012,7.22E-06,0.17
IER5,3.37E-10,0.391563872,0.774,0.449,7.37E-06,0.325
HES4,3.40E-10,-0.839288971,0.101,0.382,7.42E-06,-0.281
UGCG,3.41E-10,0.408460422,0.465,0.217,7.45E-06,0.248
MBNL2,3.49E-10,0.203413111,0.491,0.205,7.62E-06,0.286
MID1IP1,3.51E-10,0.296122507,0.314,0.079,7.68E-06,0.235
ATP5O,3.59E-10,0.31873616,0.686,0.382,7.84E-06,0.304
DNAJB4,3.81E-10,0.327118538,0.704,0.398,8.32E-06,0.306
DLL1,3.94E-10,0.248271577,0.296,0.067,8.62E-06,0.229
CP,4.07E-10,-0.618788441,0.176,0.5,8.89E-06,-0.324
SLC9A3R2,4.26E-10,-0.975508009,0.717,0.713,9.32E-06,0.004
BST2,4.49E-10,-0.835609099,0.327,0.571,9.82E-06,-0.244
LSM3,4.60E-10,0.225084732,0.566,0.26,1.01E-05,0.306
COX6B1,4.65E-10,0.338232606,0.73,0.39,1.02E-05,0.34
CCL23,4.79E-10,0.486204395,0.145,0,1.05E-05,0.145
ATP2B4,4.88E-10,0.259261071,0.415,0.157,1.07E-05,0.258
FLNA,5.09E-10,0.481808822,0.604,0.327,1.11E-05,0.277
SLC39A8,5.30E-10,-0.661418242,0.082,0.343,1.16E-05,-0.261
NDFIP1,5.31E-10,0.141442839,0.66,0.354,1.16E-05,0.306
SOD1,5.45E-10,0.243960668,0.818,0.484,1.19E-05,0.334
CCL14,5.53E-10,0.305966795,0.157,0.004,1.21E-05,0.153
CAPN2,5.56E-10,0.325652657,0.648,0.343,1.21E-05,0.305
PRDX6,5.78E-10,0.298000837,0.811,0.457,1.26E-05,0.354
SLCO2B1,5.81E-10,-0.553649169,0.057,0.311,1.27E-05,-0.254
CD151,6.17E-10,0.212729924,0.723,0.421,1.35E-05,0.302
ECHDC2,6.39E-10,0.205698696,0.377,0.126,1.40E-05,0.251
GPRC5A,6.65E-10,0.307306575,0.302,0.075,1.45E-05,0.227
ID2,6.96E-10,0.326533267,0.767,0.445,1.52E-05,0.322
TSC22D3,7.18E-10,0.333679965,0.742,0.465,1.57E-05,0.277
LIMS2,7.40E-10,0.212623828,0.516,0.22,1.62E-05,0.296
RAB11A,7.42E-10,0.286182512,0.761,0.453,1.62E-05,0.308
ZFP36L1,7.50E-10,0.434524961,0.818,0.496,1.64E-05,0.322
S100A10,7.67E-10,0.78062133,0.887,0.736,1.68E-05,0.151
EIF3F,8.00E-10,0.301171858,0.711,0.406,1.75E-05,0.305
DYNLL1,8.03E-10,0.358862415,0.906,0.665,1.76E-05,0.241
RPLP1,8.18E-10,0.238426446,0.987,0.949,1.79E-05,0.038
PPIL4,8.23E-10,0.265490005,0.497,0.22,1.80E-05,0.277
EPHB4,8.35E-10,0.186024707,0.352,0.106,1.83E-05,0.246
RAB27A,8.88E-10,0.308448465,0.39,0.142,1.94E-05,0.248
SMDT1,8.95E-10,0.337401825,0.572,0.276,1.96E-05,0.296
MYC,9.64E-10,0.366384666,0.296,0.075,2.11E-05,0.221
FLRT2,1.01E-09,0.144919858,0.151,0.004,2.20E-05,0.147
ANXA11,1.01E-09,0.2814506,0.579,0.291,2.20E-05,0.288
HN1,1.01E-09,0.051070485,0.591,0.303,2.20E-05,0.288
CAV2,1.10E-09,0.347019784,0.717,0.433,2.41E-05,0.284
SAV1,1.12E-09,0.212862519,0.591,0.307,2.44E-05,0.284
SNRPF,1.14E-09,0.319677354,0.623,0.323,2.48E-05,0.3
SERF2,1.17E-09,0.358234845,0.931,0.65,2.56E-05,0.281
NT5E,1.19E-09,0.170248153,0.138,0,2.61E-05,0.138
ALDH1A3,1.19E-09,0.143375664,0.138,0,2.61E-05,0.138
EIF3G,1.21E-09,0.034466187,0.673,0.366,2.64E-05,0.307
ENO2,1.31E-09,-0.977413491,0.063,0.303,2.87E-05,-0.24
UBC,1.34E-09,-0.414949921,0.975,0.976,2.93E-05,-0.001
LINC00478,1.35E-09,0.142736552,0.151,0.004,2.96E-05,0.147
WTAP,1.37E-09,0.322031119,0.748,0.441,3.00E-05,0.307
GDF15,1.43E-09,-1.776871309,0.101,0.35,3.13E-05,-0.249
DEK,1.46E-09,0.258046074,0.61,0.315,3.20E-05,0.295
IRF2BP2,1.55E-09,0.450734288,0.421,0.177,3.39E-05,0.244
ERP29,1.60E-09,0.17307487,0.616,0.339,3.49E-05,0.277
HNRNPM,1.60E-09,0.15369325,0.73,0.409,3.49E-05,0.321
MAPRE2,1.65E-09,0.30831484,0.453,0.177,3.60E-05,0.276
IGFBP6,1.66E-09,1.097238063,0.327,0.106,3.62E-05,0.221
QPCT,1.68E-09,-0.53399254,0.05,0.291,3.68E-05,-0.241
CDC25B,1.69E-09,0.262310905,0.245,0.047,3.69E-05,0.198
GIMAP7,1.72E-09,0.33142531,0.704,0.402,3.75E-05,0.302
10-Sep,1.74E-09,0.214962165,0.377,0.126,3.81E-05,0.251
KLF9,1.75E-09,0.494781229,0.547,0.276,3.83E-05,0.271
SLC7A11,1.81E-09,-0.417712246,0.063,0.311,3.96E-05,-0.248
NDUFA4L2,1.86E-09,-0.892074518,0,0.201,4.06E-05,-0.201
SEC31A,1.88E-09,0.455567968,0.497,0.24,4.11E-05,0.257
C6orf48,2.02E-09,-0.023519578,0.553,0.28,4.42E-05,0.273
HNRNPH1,2.02E-09,0.284356367,0.774,0.429,4.43E-05,0.345
RPS7,2.10E-09,0.294740858,0.95,0.78,4.60E-05,0.17
BPTF,2.18E-09,0.333529918,0.566,0.287,4.76E-05,0.279
EPAS1,2.19E-09,0.421083459,0.824,0.531,4.78E-05,0.293
GSTP1,2.23E-09,0.244332737,0.836,0.531,4.87E-05,0.305
CALM3,2.25E-09,0.220978694,0.553,0.268,4.91E-05,0.285
CTD-3179P9.1,2.28E-09,0.198530951,0.245,0.047,4.99E-05,0.198
KCTD12,2.28E-09,0.350060554,0.748,0.449,4.99E-05,0.299
GNA14,2.29E-09,0.262306351,0.195,0.024,5.00E-05,0.171
RPL27,2.32E-09,0.236669194,0.899,0.654,5.06E-05,0.245
DPYSL2,2.39E-09,0.044237292,0.535,0.248,5.23E-05,0.287
AMD1,2.50E-09,0.227178251,0.698,0.417,5.47E-05,0.281
RPL38,2.53E-09,0.273978625,0.912,0.689,5.52E-05,0.223
SCUBE1,2.66E-09,0.220185158,0.176,0.016,5.82E-05,0.16
SLC25A6,2.72E-09,0.211540404,0.805,0.504,5.95E-05,0.301
KCNN4,2.90E-09,0.20608856,0.145,0.004,6.34E-05,0.141
ZNF521,2.91E-09,0.224683793,0.245,0.051,6.37E-05,0.194
F5,2.95E-09,0.179767054,0.132,0,6.46E-05,0.132
FLVCR2,2.95E-09,0.159627702,0.132,0,6.46E-05,0.132
RP11-350J20.12,2.95E-09,0.150826718,0.132,0,6.46E-05,0.132
NOL7,2.96E-09,0.161292357,0.572,0.283,6.48E-05,0.289
EEF1B2,3.02E-09,0.257936909,0.912,0.622,6.60E-05,0.29
SNCG,3.05E-09,-0.064122596,0.585,0.268,6.66E-05,0.317
GADD45A,3.07E-09,0.58604681,0.736,0.48,6.71E-05,0.256
CARD16,3.28E-09,0.164213033,0.415,0.165,7.17E-05,0.25
NES,3.35E-09,-0.814270646,0.189,0.441,7.32E-05,-0.252
GPX4,3.43E-09,0.188577813,0.717,0.413,7.51E-05,0.304
MLF1,3.48E-09,0.401526042,0.465,0.217,7.61E-05,0.248
BANF1,3.66E-09,0.234895579,0.535,0.264,8.00E-05,0.271
CUL3,3.75E-09,0.323204345,0.453,0.205,8.20E-05,0.248
MAF,3.80E-09,0.120637876,0.176,0.016,8.30E-05,0.16
MSRB3,3.97E-09,0.41037096,0.491,0.224,8.68E-05,0.267
NME3,4.06E-09,0.227284102,0.585,0.303,8.87E-05,0.282
MLPH,4.17E-09,0.222440287,0.164,0.012,9.12E-05,0.152
PTPN1,4.26E-09,0.256874486,0.434,0.181,9.30E-05,0.253
CYBRD1,4.31E-09,0.231000466,0.264,0.059,9.41E-05,0.205
EIF5A,4.45E-09,0.337918915,0.679,0.382,9.72E-05,0.297
SFR1,4.52E-09,0.279127171,0.321,0.091,9.89E-05,0.23
ADI1,4.71E-09,0.132413783,0.509,0.232,0.000102882,0.277
GPR85,4.79E-09,-0.513241512,0.013,0.22,0.000104625,-0.207
TAF15,4.89E-09,0.281834824,0.415,0.169,0.000106819,0.246
SSBP1,5.03E-09,0.155535294,0.604,0.331,0.000110003,0.273
MORF4L1,5.12E-09,0.300542989,0.799,0.504,0.000111868,0.295
FMO2,5.18E-09,0.291011206,0.239,0.047,0.000113224,0.192
ISCU,5.32E-09,0.196067233,0.698,0.409,0.000116344,0.289
SERPINB1,5.33E-09,0.415876143,0.635,0.39,0.00011646,0.245
CBR3,5.37E-09,0.195248157,0.239,0.047,0.000117362,0.192
LYPD5,5.44E-09,0.211033813,0.17,0.016,0.000118925,0.154
PDIA6,5.46E-09,0.361829432,0.717,0.429,0.000119283,0.288
TACSTD2,5.50E-09,0.228012459,0.164,0.012,0.000120151,0.152
RPL24,5.56E-09,0.258272304,0.962,0.858,0.0001215,0.104
CHMP3,5.64E-09,0.204518143,0.597,0.323,0.000123251,0.274
LARP6,6.22E-09,0.225766219,0.346,0.118,0.000135987,0.228
APOL3,6.32E-09,0.205837331,0.428,0.177,0.000138119,0.251
CREB5,6.38E-09,0.272830781,0.352,0.114,0.000139438,0.238
GMPR,6.52E-09,0.225332451,0.195,0.028,0.000142469,0.167
PCBP2,6.98E-09,0.207058733,0.692,0.402,0.000152612,0.29
PPL,6.99E-09,0.240661792,0.195,0.028,0.000152875,0.167
RARRES3,7.03E-09,0.166759887,0.352,0.118,0.000153617,0.234
SYF2,7.15E-09,0.198475859,0.648,0.354,0.000156226,0.294
PGF,7.28E-09,-1.048678536,0.164,0.394,0.000159095,-0.23
SERBP1,7.64E-09,0.268981917,0.792,0.476,0.000167099,0.316
GNB2L1,7.77E-09,0.237128571,0.937,0.752,0.000169838,0.185
EIF3K,7.86E-09,0.139470159,0.811,0.504,0.000171755,0.307
TSC22D1,7.93E-09,-0.638090192,0.906,0.807,0.000173427,0.099
C4orf48,8.01E-09,0.19855461,0.384,0.138,0.000175021,0.246
PDCD5,8.34E-09,0.264978202,0.522,0.276,0.0001824,0.246
CRNDE,8.35E-09,0.211541187,0.308,0.094,0.000182532,0.214
ARID5A,8.55E-09,0.355022986,0.736,0.465,0.000186983,0.271
KIAA1430,8.62E-09,0.274918445,0.314,0.098,0.000188463,0.216
LGALS1,8.70E-09,0.791279539,0.585,0.315,0.000190187,0.27
SNX5,8.74E-09,0.314335909,0.44,0.193,0.000191049,0.247
SLC52A3,9.08E-09,-0.594610067,0.063,0.287,0.000198438,-0.224
BEX4,9.51E-09,0.239431904,0.522,0.24,0.000207987,0.282
UBA52,9.54E-09,0.241831862,0.899,0.646,0.000208444,0.253
NOTCH4,9.73E-09,-0.482842702,0.101,0.35,0.000212803,-0.249
EGLN2,9.76E-09,0.101570898,0.453,0.197,0.000213275,0.256
PPP1R14A,9.82E-09,-0.686420948,0.063,0.287,0.000214671,-0.224
ZNF677,1.05E-08,0.201716855,0.226,0.043,0.000230479,0.183
SF3B5,1.07E-08,0.23543984,0.648,0.35,0.000234208,0.298
UQCRB,1.16E-08,0.09710424,0.855,0.571,0.000253398,0.284
SPAG9,1.19E-08,0.281585438,0.673,0.378,0.000259653,0.295
CYP1B1,1.23E-08,0.372730686,0.673,0.362,0.000269274,0.311
IRX3,1.27E-08,0.179402901,0.176,0.02,0.00027743,0.156
FGD5-AS1,1.27E-08,0.361516333,0.478,0.236,0.000277699,0.242
MRPL43,1.28E-08,0.31764016,0.415,0.169,0.000278877,0.246
ARPC1A,1.28E-08,0.159164773,0.547,0.264,0.000279519,0.283
KCNJ2,1.29E-08,-0.496969903,0.05,0.283,0.000282656,-0.233
SSR3,1.30E-08,0.205928322,0.56,0.291,0.000283891,0.269
EMCN,1.31E-08,0.23673381,0.824,0.5,0.000286308,0.324
SKIL,1.33E-08,0.023776681,0.459,0.193,0.000290377,0.266
RBM8A,1.36E-08,0.165885989,0.811,0.476,0.000297096,0.335
YPEL2,1.36E-08,0.191400286,0.453,0.213,0.000297259,0.24
GABPB1,1.38E-08,0.237064059,0.214,0.039,0.00030242,0.175
CH25H,1.41E-08,0.492952748,0.358,0.142,0.000308279,0.216
EDIL3,1.44E-08,0.17683779,0.201,0.031,0.000314956,0.17
RPL28,1.44E-08,0.240389742,0.981,0.87,0.000315393,0.111
HES1,1.44E-08,0.315040828,0.591,0.295,0.000315528,0.296
HSF1,1.47E-08,0.064797867,0.453,0.185,0.000322279,0.268
PPIC,1.53E-08,0.242999713,0.528,0.26,0.000333885,0.268
TMEM109,1.53E-08,0.180242227,0.667,0.382,0.000335103,0.285
BOC,1.56E-08,0.109313481,0.22,0.043,0.000341506,0.177
FKBP11,1.58E-08,0.189298319,0.302,0.087,0.000345052,0.215
GLT8D2,1.60E-08,0.139779139,0.132,0.004,0.000350217,0.128
WDR83OS,1.64E-08,0.235553071,0.717,0.413,0.00035836,0.304
RPL36AL,1.66E-08,0.208357072,0.899,0.587,0.000362853,0.312
SPATS2L,1.66E-08,0.216863714,0.396,0.15,0.000363859,0.246
GIPC2,1.70E-08,0.19886589,0.176,0.02,0.000372335,0.156
GNG12,1.74E-08,0.117214566,0.365,0.134,0.000380114,0.231
CALD1,1.76E-08,0.246904965,0.736,0.417,0.000384441,0.319
PRRG4,1.80E-08,0.163045206,0.119,0,0.000392841,0.119
C9orf3,1.96E-08,0.161300232,0.358,0.13,0.000428112,0.228
BTG1,1.98E-08,0.373772049,0.899,0.685,0.000433158,0.214
PLAGL1,1.98E-08,0.178737356,0.151,0.012,0.000433784,0.139
RAB5A,2.01E-08,0.233482086,0.648,0.366,0.000438575,0.282
BNC2,2.04E-08,0.066024699,0.132,0.004,0.000445122,0.128
RPLP0,2.05E-08,0.275915425,0.937,0.728,0.000448339,0.209
RNF130,2.10E-08,0.236125014,0.447,0.189,0.000458931,0.258
SUMO3,2.12E-08,0.02709967,0.585,0.287,0.000462632,0.298
C12orf23,2.13E-08,0.203170217,0.447,0.201,0.000466002,0.246
GRASP,2.13E-08,0.149518813,0.711,0.39,0.000466203,0.321
RP11-509E16.1,2.30E-08,-0.304963744,0.019,0.217,0.00050218,-0.198
NAA38,2.31E-08,0.124592569,0.44,0.189,0.000505256,0.251
YBX1,2.32E-08,0.25898081,0.912,0.657,0.000507335,0.255
NDUFC2,2.34E-08,0.204324532,0.679,0.398,0.000512154,0.281
RPL14,2.44E-08,0.240308914,0.956,0.748,0.000534357,0.208
RAB11FIP1,2.49E-08,0.18791589,0.151,0.012,0.0005448,0.139
DDX17,2.80E-08,0.124394641,0.692,0.409,0.000612903,0.283
GYPC,2.86E-08,0.107012135,0.421,0.165,0.000624568,0.256
IFI16,2.87E-08,0.197999049,0.761,0.453,0.000627743,0.308
MMRN2,2.95E-08,0.280675945,0.717,0.437,0.000645628,0.28
C1orf115,2.97E-08,0.212537998,0.415,0.177,0.000649986,0.238
NAP1L1,2.99E-08,0.114632629,0.767,0.48,0.000654113,0.287
RP11-145M9.4,3.00E-08,0.187198754,0.201,0.035,0.000655839,0.166
ITGA3,3.09E-08,0.091992404,0.214,0.039,0.000675664,0.175
AHR,3.11E-08,0.293482937,0.447,0.201,0.000679226,0.246
PVALB,3.15E-08,-0.880853003,0,0.173,0.000687971,-0.173
FAM3C,3.18E-08,0.280758036,0.516,0.264,0.000694887,0.252
SOX17,3.22E-08,-0.713846249,0.113,0.354,0.000704725,-0.241
SRI,3.33E-08,0.055964302,0.56,0.28,0.000728841,0.28
MAP1B,3.53E-08,-1.451079661,0.157,0.386,0.000772379,-0.229
CPE,3.61E-08,-0.101260152,0.667,0.303,0.000789306,0.364
TNFAIP2,3.66E-08,0.405889281,0.239,0.059,0.000801162,0.18
PITPNA-AS1,3.84E-08,0.124763481,0.138,0.008,0.000838338,0.13
LDOC1,3.95E-08,0.208302763,0.214,0.043,0.000863988,0.171
MRPL32,3.96E-08,0.270176244,0.491,0.244,0.000865937,0.247
KIF13A,4.00E-08,0.214121852,0.277,0.079,0.000874787,0.198
YWHAH,4.26E-08,-0.986172262,0.478,0.594,0.00093222,-0.116
C19orf70,4.37E-08,0.304039355,0.509,0.264,0.000954668,0.245
LINC00910,4.39E-08,0.182579721,0.126,0.004,0.000958796,0.122
STRA13,4.41E-08,0.168476085,0.396,0.173,0.000963866,0.223
MEOX2,4.41E-08,0.201312251,0.113,0,0.000964451,0.113
SELL,4.41E-08,0.170112887,0.113,0,0.000964451,0.113
ASS1,4.51E-08,0.268935373,0.415,0.181,0.000985272,0.234
CALCRL,4.73E-08,0.361841926,0.667,0.39,0.001034041,0.277
MYEOV2,4.74E-08,0.097247884,0.604,0.35,0.001037014,0.254
DUSP6,4.78E-08,0.193701933,0.642,0.362,0.001043909,0.28
CEBPD,4.84E-08,0.500067247,0.73,0.445,0.001058498,0.285
PTK2B,4.85E-08,0.113509353,0.126,0.004,0.001060032,0.122
PNN,4.95E-08,0.227108455,0.635,0.362,0.001081465,0.273
CHURC1,5.21E-08,0.181622834,0.566,0.295,0.001138615,0.271
HNRNPH2,5.26E-08,0.110924224,0.497,0.244,0.001149716,0.253
SERTAD4-AS1,5.27E-08,0.116331384,0.302,0.098,0.001151375,0.204
RPS13,5.27E-08,0.196070478,0.969,0.843,0.001151816,0.126
MLXIP,5.27E-08,0.115707427,0.201,0.035,0.001152803,0.166
GIMAP1,5.49E-08,0.153634951,0.566,0.303,0.001200152,0.263
RAC1,5.63E-08,0.18128704,0.874,0.591,0.001230009,0.283
C7orf55-LUC7L2,5.68E-08,0.102662254,0.472,0.224,0.001242105,0.248
BTNL9,5.73E-08,-0.455139227,0.107,0.35,0.001252365,-0.243
ISG15,5.75E-08,-0.906482437,0.302,0.5,0.001256028,-0.198
DDX3Y,5.86E-08,0.310271741,0.39,0.15,0.001279915,0.24
ANXA5,5.92E-08,0.423648539,0.843,0.567,0.001293405,0.276
METRNL,5.94E-08,0.211594249,0.365,0.146,0.001299466,0.219
OSBPL8,6.18E-08,0.292150831,0.371,0.146,0.001351127,0.225
TMBIM4.1,6.22E-08,0.172779814,0.717,0.409,0.00136049,0.308
PFDN5,6.31E-08,0.198972889,0.899,0.642,0.00137862,0.257
EIF2S3,6.42E-08,0.120530586,0.484,0.236,0.001403111,0.248
VAPA,6.44E-08,0.173934987,0.805,0.528,0.001407428,0.277
NDUFA11,6.63E-08,0.119610655,0.698,0.398,0.001449255,0.3
HNRNPAB,6.85E-08,0.316173504,0.535,0.291,0.001498363,0.244
STX7,7.24E-08,0.100213807,0.365,0.142,0.001583422,0.223
RNF19B,7.31E-08,0.102295517,0.484,0.224,0.001597637,0.26
NDUFA1,7.45E-08,0.200445483,0.673,0.402,0.001628689,0.271
ARHGEF3,7.58E-08,0.299232282,0.371,0.146,0.001656886,0.225
CALCOCO2,7.85E-08,0.236155332,0.484,0.232,0.001714938,0.252
RPS10,7.88E-08,0.206079076,0.912,0.669,0.001722836,0.243
SNRPE,7.96E-08,0.233952283,0.535,0.28,0.001739341,0.255
TINAGL1,8.03E-08,0.219036032,0.679,0.402,0.001755443,0.277
SRSF9,8.06E-08,0.120552983,0.717,0.409,0.001762885,0.308
SYNJ2,8.07E-08,0.247265253,0.233,0.055,0.001763803,0.178
STAB1,8.12E-08,0.14065258,0.409,0.169,0.001775523,0.24
ANAPC16,8.20E-08,0.159839574,0.572,0.315,0.001793168,0.257
CCNI,8.23E-08,0.230851282,0.843,0.555,0.001799753,0.288
TBL1XR1,8.32E-08,0.240051012,0.409,0.181,0.001818481,0.228
PHF14,8.35E-08,0.111965723,0.44,0.197,0.001825509,0.243
BBX,8.57E-08,0.141587322,0.465,0.224,0.001873061,0.241
ATP10A,8.61E-08,-0.237405908,0.013,0.189,0.001882305,-0.176
HIPK2,9.24E-08,0.3081947,0.327,0.118,0.002020403,0.209
ADSS,9.25E-08,0.229601085,0.428,0.201,0.002022563,0.227
ITPR1,9.58E-08,0.295240344,0.296,0.094,0.002093292,0.202
EIF4B,9.60E-08,0.068533266,0.698,0.429,0.002097931,0.269
MRPL11,9.74E-08,0.342598244,0.365,0.154,0.002128881,0.211
TMBIM1,9.83E-08,0.283119582,0.44,0.209,0.002148259,0.231
ST6GALNAC1,9.90E-08,-0.363494984,0.025,0.213,0.002164366,-0.188
EID1,9.90E-08,0.058693958,0.792,0.512,0.002164775,0.28
FCGRT,1.02E-07,0.174023144,0.629,0.374,0.002240494,0.255
COL17A1,1.04E-07,0.282773447,0.132,0.008,0.002272057,0.124
UQCRH,1.04E-07,0.100399909,0.774,0.441,0.002274512,0.333
LUC7L,1.05E-07,0.19145418,0.428,0.189,0.002299762,0.239
ZFAS1,1.06E-07,0.177328922,0.799,0.528,0.002319237,0.271
RPL3,1.07E-07,0.240376503,0.994,0.913,0.002328532,0.081
HSP90B1,1.08E-07,0.448965363,0.881,0.594,0.002357859,0.287
TLL1,1.11E-07,0.201161808,0.119,0.004,0.002424106,0.115
DEPTOR,1.14E-07,-0.331854373,0.019,0.201,0.002501751,-0.182
NEDD9,1.19E-07,0.351167338,0.723,0.417,0.002606347,0.306
COL4A3BP,1.21E-07,0.165103031,0.352,0.134,0.002646313,0.218
GSTK1,1.22E-07,0.187121904,0.597,0.323,0.002676008,0.274
MANF,1.24E-07,0.28263755,0.711,0.437,0.002700149,0.274
CREM,1.24E-07,-0.828308982,0.327,0.508,0.00271311,-0.181
NEURL1B,1.33E-07,0.18508312,0.182,0.031,0.002903202,0.151
FAM19A5,1.33E-07,-0.265745214,0.006,0.173,0.002910447,-0.167
NAA20,1.35E-07,0.244978893,0.465,0.248,0.002954733,0.217
RNASEH2C,1.38E-07,0.066952462,0.472,0.217,0.003009193,0.255
FLNB,1.44E-07,0.192273675,0.566,0.319,0.003153127,0.247
JUND,1.48E-07,0.29860404,0.975,0.839,0.003234756,0.136
RLIM,1.49E-07,0.204383442,0.421,0.189,0.003250199,0.232
UBE2D1,1.50E-07,0.194685664,0.434,0.209,0.00327709,0.225
DDX3X,1.55E-07,0.187987893,0.78,0.465,0.003398063,0.315
FAM60A,1.56E-07,0.296857171,0.503,0.256,0.003406092,0.247
NUCKS1,1.56E-07,0.186516717,0.73,0.437,0.003418088,0.293
CALHM2,1.57E-07,0.163402045,0.182,0.031,0.003432218,0.151
WSB1,1.58E-07,0.255332151,0.824,0.535,0.003454135,0.289
TUBB4B,1.58E-07,0.260365589,0.811,0.535,0.003456919,0.276
DDR2,1.63E-07,0.199871586,0.264,0.079,0.003562691,0.185
ARL4C,1.64E-07,0.0116374,0.151,0.016,0.003583583,0.135
DUSP4,1.65E-07,0.197829379,0.189,0.035,0.003605436,0.154
TUBB,1.65E-07,0.289667927,0.579,0.331,0.003614659,0.248
AP1S2,1.67E-07,0.299466067,0.44,0.213,0.00365909,0.227
NFE2L2,1.69E-07,0.130601451,0.736,0.445,0.003701845,0.291
COPRS,1.71E-07,0.20334657,0.447,0.228,0.003744482,0.219
PBX1,1.75E-07,0.228221097,0.258,0.075,0.003814783,0.183
ATF4,1.75E-07,0.210349313,0.799,0.528,0.003822065,0.271
ATP5J2,1.77E-07,0.230380608,0.44,0.209,0.003869872,0.231
NABP1,1.82E-07,0.165872278,0.497,0.256,0.003978693,0.241
ZFYVE21,1.85E-07,0.34413866,0.447,0.213,0.004037567,0.234
CCDC90B,1.86E-07,0.151738564,0.352,0.142,0.004067019,0.21
FOXO3,1.87E-07,0.243859956,0.428,0.197,0.004088157,0.231
TNFSF10,1.90E-07,0.321562466,0.648,0.382,0.004147675,0.266
ARL6IP5,1.93E-07,0.172665322,0.579,0.331,0.004209709,0.248
CALR,1.94E-07,0.28289154,0.906,0.61,0.004240293,0.296
RPS28,2.04E-07,0.187742817,0.981,0.839,0.004452978,0.142
LHX6,2.05E-07,0.177737797,0.182,0.031,0.004486002,0.151
HSBP1,2.09E-07,0.071714209,0.673,0.382,0.004574458,0.291
ATG12,2.10E-07,0.113454709,0.484,0.24,0.004597849,0.244
CLIC2,2.11E-07,0.317071999,0.516,0.311,0.004611548,0.205
WDR74,2.13E-07,-0.059342828,0.365,0.138,0.004662973,0.227
SPRY1,2.14E-07,-0.784306397,0.126,0.35,0.004679784,-0.224
FAM167B,2.16E-07,0.326384392,0.333,0.13,0.004721047,0.203
LCP2,2.17E-07,-0.300003614,0.019,0.193,0.004754031,-0.174
CHMP4A,2.25E-07,0.276561147,0.535,0.276,0.004917622,0.259
SEC61G,2.26E-07,0.112735119,0.698,0.429,0.004933181,0.269
ZNF667-AS1,2.27E-07,0.097783595,0.346,0.138,0.004961702,0.208
TIMP3,2.27E-07,0.564648912,0.818,0.571,0.004970365,0.247
MRPL51,2.29E-07,0.072724139,0.547,0.287,0.004997679,0.26
HHEX,2.29E-07,0.326664333,0.484,0.256,0.004999572,0.228
PNRC1,2.31E-07,0.126199851,0.887,0.598,0.005042664,0.289
SDHD,2.32E-07,0.294291221,0.528,0.299,0.005062686,0.229
